dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10097099,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097099,M046176,,Britton Creek,49.53788,-120.91179,NA,Canada,British Columbia,,M,"Gold, Platinum",,,Unknown,Placer,N,Prospect,,,,STREAM PLACERS,,,,,Eagle Creek,,"Blair, Will N.",,,,,,,"RICE, 1947, GEOL. AND MINERAL DEPOSITS OF PRINCETON, B. C. : CANADA DEPT. MINES MEM. 243, P. 63HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 54",,,,,,,,
10097336,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097336,TC00510,,Windy Craggy Deposit,59.73305,-137.73553,NA,Canada,British Columbia,,M,Copper,"Cobalt, Gold, Silver",,Unknown,,N,Prospect,"Chalcopyrite, Cobaltite, Cubanite, Gold, Pyrite, Pyrrhotite, Sphalerite","Ankerite, Biotite, Calcite, Chlorite, Cordierite, Galena, Graphite, Hematite, Magnetite, Quartz, Siderite, Stilpnomelane",,,,"91: Massive sulfide, Besshi (Japanese deposits)","Silicification, Chloritization; Chlorite, Carbonate Regional Haloes",,,,"Bolm, Karen S.",,Meta-Argillite,,,,"Allochthonous Alexander Terrane, Insular Tectonic Belt","CORE SHED DISPLAY APPENDIX, 1990, VIII SYMPOSIUM, INTERNATIONAL ASSOCIATION ON THE GENESIS OF ORE DEPOSITS, OTTAWA, CANADA.HARPER, G., 1990, GEOLOGY AND DEVELOPMENT OF THE WINDY CRAGGY PROJECT IN BRITISH COLUMBIA [ABST.]:  MINING IS ALIVE IN DENVER (ANNOUNCEMENT FOR 1991 SME, AIME, AND WAAIME ANNUAL MEETING), P.58.",,,,,,1958,,Frobisher Exploration (Now Falconbridge Ltd.)
10098392,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098392,M046130,,Averill Group,49.56652,-118.35948,NA,Canada,British Columbia,,M,Gold,"Silver, Copper",Platinum,Unknown,,S,Past Producer,"Bornite, Chalcopyrite, Magnetite, Pyrite",,,,,,,,Franklin Mining Camp,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 105DRYSDALE, 1915, FRANKLIN MINING CAMP, B. C. : CANADA GEOLOGICAL SURVEY MEM. 56, P. 80, 111, 137, 173",,,,,,,,
10098393,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098393,M046155,,North Fork Lardeau River,50.41848,-117.10807,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,Lardeau Mining Division,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 100HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 52 - 54HOLLAND 1950",,,,,,,1896 - 1945,
10098420,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098420,M046842,,Granite Creek,54.7538,-124.75853,NA,Canada,British Columbia,,M,"PGE, Platinum, Gold",,,Unknown,Placer,S,Past Producer,,,,RIVER GRAVELS,,,,,,,"Blair, Will N.",,,,,,,"NORTHERN MINER, 1977 , CAL WEST AU-PT: N. MINER, V. 63 , NO. 30CANADIAN MINES HANDBOOK, 1976 - 1977 :  N. MINER",,,,,,,,
10103698,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103698,M046138,,Whipsaw Creek,49.37539,-120.56789,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,,,"Blair, Will N.",,,,,,,"HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 55RICE, 1947, GEOL. AND MINERAL DEPOSITS OF PRINCETON, B. C. : CANADA DEPT. MINES GEOLOGICAL SURVEY MEM. 243, P. 61",,,,,,,1890 - 1945,
10103699,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103699,M046145,,"Quesnel River, Below the Forks",52.94983,-122.31804,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,"Water - Tight Dipper Dredge and Mining Company, Ltd.",,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 86HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 49",,,,,,,,
10103700,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103700,M046154,,Wreck Bay,48.99978,-125.63219,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,BEACH SAND,,,,,Clayoquot Mining Division,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 100HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 16DOLMAGE 1919",,,,,,,1896 - 1945,
10103701,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103701,M046165,,Sappho Property,49.007,-118.7035,NA,Canada,British Columbia,,M,"Copper, Silver",,Platinum,Unknown,,Y,Past Producer,Chalcopyrite,,,,,,,,,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 103 - 10British Columbia Minfile, 2009, Minefile number 082ESE147O'NEILL & GUNNING 1934",,,,,,,1916 - 1918,
10103702,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103702,M046172,,Criss Creek,50.94983,-120.8846,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 88HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 38",,,,,,,,
10103703,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103703,M046178,,Ruby Creek,59.69201,-133.34038,NA,Canada,British Columbia,,M,Gold,,"Iridium, Osmium",Unknown,Placer,Y,Past Producer,"Bismuth, Brookite, Cassiterite, Chalcopyrite, Copper, Gold, Ilmenite, Magnetite, Pyrite, Pyrope, Rutile, Wolframite, Zircon","Biotite, Chrysotile, Feldspar, Muscovite, Quartz",,,,,,Source Rocks Probably Alpine Peridotite,,Channel Narrow,"Page, Norman J.",,Gravel,,,,,"GLEDHILL, T. L., 1921, UNIV. TORONTO STUDIES, GEOL. SER. NO. 12, P. 40 - 42AITKEN, J. D., 1959, GEOL SURV. CANADA MEM. 307, P. 76HARRIS AND CABRI, 1973, CAN. MINERAL., V. 12, P. 104 - 112",,,,,,,,
10103704,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103704,M046184,,Morehead Creek,52.29983,-121.80134,NA,Canada,British Columbia,,M,Gold,Platinum,,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,"Morehead Mining Co., Seven Mile Creek",,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 86.HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. OF MINES BULL. 28, P. 49B. C. ANN. REPT. FOR 1912, P. K63 - K - 64",,,,,,,,
10103705,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103705,M046190,,Pete Toy's Bar,55.99987,-123.90682,NA,Canada,British Columbia,,M,"Platinum, Gold",,,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,Finlay River Mining Co.,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CAN. GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 82HOLLAND, 1950, PLACER GOLD IN B. C.: B. C. DEPT. MINES BULL. 28, P. 43",,,,,,,,
10103706,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103706,M046193,,Parsnip River,55.78318,-123.70152,NA,Canada,British Columbia,,M,Gold,,Platinum,Unknown,Placer,Y,Past Producer,,,,STREAM GRAVELS,,,,,,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CAN. GEOLOGICAL SURVEY ECON. GEOL. BULL. 13, P. 81HOLLAND, 1950, PLACER GOLD IN B. C.: B. C. DEPT. MINES BULL. 28, P. 43",,,,,,,,
10106739,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106739,I000411,,Mount Brussilof,51.04988,-115.91777,NA,Canada,British Columbia,,M,Magnesite,,,Unknown,,Y,Producer,Magnesite,"Calcite, Dolomite, Quartz",,,,,,,Baymag,,"Orris, Greta J.",Cathedral Formation,Dolomite,,,,,"HAMILTON, W.N., AND HORA, Z.D., 1987, OPPORTUNITIES EXIST FOR INDUSTRIAL MINERALS DEVELOPMENT IN BRITISH COLUMBIA AND ALBERTA:  MINING ENGINEERING, V. 39, NO. 12, P. 1061-1067HAMILTON & HORA, 1987.",,1982,,,,,,
10109566,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109566,M046169,,Rock Creek,49.08317,-119.00115,NA,Canada,British Columbia,,M,"Gold, Platinum",,,Unknown,Placer,Y,Producer,"Chromite, Garnet, Magnetite",,,STREAM GRAVELS,,,,,,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934 PT DEPOSITS IN CANADA: CANADA GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 98HOLLAND, 1950, PLACER GOLD IN B. C. : B. C. DEPT. MINES BULL. 28, P. 36, 37",,,,,,,,
10109567,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109567,M046182,,Thibert Creek,58.81788,-130.22495,NA,Canada,British Columbia,,M,Gold,Platinum,,Unknown,Placer,S,Producer,,,,STREAM GRAVELS,,,,,"Thibert Creek Hydraulic Mining Co., 1900, Berry Creek Mining Co., 1904, Boulder Creek Mining Co. 1911",,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS IN CANADA: CAN. GEOLOGICAL SURVEY ECON. GEOL. REPT. 13, P. 77 - 78JOHNSTON, 1925, AU PLACERS DEASE LAKE, B. C. : CAN. GEOLOGICAL SURVEY SUMM. REPT. PT. A, P. 75 - 99",,,,,,,,
10118336,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10118336,,1220100022,Equity Silver,54.1887,-126.26265,NA,Canada,British Columbia,,M,"Copper, Silver","Antimony, Gold",,Surface,,,Plant,,,"Argentite, Arsenopyrite, Chalcopyrite, Dumortierite, Fluorite, Galena, Gold, Hematite, Magnetite, Pyrite, Pyrrhotite, Scorzalite, Sericite, Sphalerite, Tetrahedrite, Tourmaline",,Surface,,,,"Main Zone, Sam Goosly Claims, Southern Tail Pit, The Equity Mine, Waterline Zone",,"Peterson, Gary R.",,,,,,,"""EQUITY SILVER MINES CEASES OPERATIONS"", SKILLINGS MININGREVIEW, 5 MAR 94, P. 9.NEY, CHARLES S., JHON M. ANDERSON AND ANDRE PANTELEYEV,DISCOVERY, GEOLOGIC SETTING AND STYLE OF MINERALIZATION,SAM GOOSLEY DEPOSIT, B.C.; CIM BULL., JULY, 1972, P.53-64WATSON, BARRY N., LARGE LOW GRADE SILVER DEPOSITS IN N.AMERICA; WORLD MINING, MARCH, 1977, P.44-50.COTTER, N.P., SEEK NEW AGREEMENT ON SAM GOOSLY PROJECT;NORTHERN MINER, APRIL 27, 1978, P.1, 12.SKILLING'S, CONSTRUCTION AT SAM GOOSLY  MINE ON SCHEDULE;DEC.15, 1979, P.12.PROPERTY EVALUATION REPORT ON EQUITY SILVER MINE CANADA;PREPARED BY CHARLES RIVER ASSOCIATES, BOSTON MASS.,MAY 86.ANDERSON, SCOTT, PLACER'S NON-GOLD CANADIAN MINES;CANADIAN MINING JOURNAL, JUNE 1990, PP 39-40.EQUITY SILVER MINES LIMITED, A DESCRIPTION OF OPERATIONS;IN HOUSE REPORT PREPARED BY EQUITY SILVER MINES LTD.,FOR THE YEAR 1990.CANADIAN MINES HANDBOOK 1989-90, NORTHERN MINER PRESS, P164.ANONYMOUS, EQUITY SILVER: THE CHALLENGES AND THE SOLUTIONS,MINING MAGAZINE, JAN., 1988, PP 16-23.ANNETT, MARGARET AND WILLIAM; BC MINING TRIUMPH, CANADIANMINING JOURNAL, SEPT. 1987, PP 11-13.MARCHANT, P.B.; PRECIOUS METALS SCAVENGING AT EQUITYSILVER MINES LIMITED, CIM BULLETIN, JUNE 1986, PP 53-61.SORENSON, JEAN; CARBON IN LEACH CIRCUIT TO UP SILVER-GOLDRECOVERY AT EQUITY, CANADIAN MINING JOURNAL, NOV. 1984,PP 22-25.EDWARDS, C.R.; THE EQUITY LEACH PLANT, CIM BULLETIN, DEC.1985, PP 84-93.ANONYMOUS; EQUITY SILVER: COMPLEX METALLURGY RESOLVED,WESTERN MINER, AUG. 1981, PP 11-18.WESTERN MINER,  JULY 1980  PP. 19-22.CANADIAN MINES HANDBOOK 1986-87, NORTHERN MINER PRESS,P.142.MINE RESERVES AND CURRENTLY PROMISING DEPOSITS, JAN. 1985,EMR CANADA, MR 209, P. 22.CANADIAN MINES HANDBOOK, 1991-92, P. 148.""EQUITY SILVER LOOKS TO FUTURE"",  THE NORTHERN MINER,10 MAY 93, P. 41.",,1980,,,,1967,,
10132978,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10132978,,1220100041,Mount Polley,52.55344,-121.64634,NA,Canada,British Columbia,,M,"Gold, Copper",Silver,,Surface,,,Prospect,,,,,,,,,Cariboo-BellCariboo,,"Porter, Kenneth E.",,,,,,,"MINING JOURNAL, INITIAL ASSAYS FROM CARIBOO BELL, OCTOBER 7,1988, P. 276.ENGINEERING AND MINING JOURNAL, NOVEMBER 1988, P. 87.MINING JOURNAL, MT. POLLEY WORK SPEEDS UP, JUNE 23, 1989,P. 488.MINING ACTIVITIES DIGEST, GOLD/COPPER RESERVES AT MT. POLLEYAUGUST 31, 1989, VOL 16, NO. 8, P. 8.ENGINEERING AND MINING JOURNAL, AUGUST 1989, P. 9.MINING JOURNAL, MOUNT POLLEY CONFIDENCE GROWS, SEPTEMBER 1,1989, P. 168.MINING JOURNAL, FEASIBILITY STUDY FOR MOUNT POLLEY, JANUARY5, 1990, P. 4.SKILLING'S MINING REVIEW, MT POLLEY VALUED AT C$100M,NOVEMBER 1990, P. 57.IMPERIAL METALS CORP., NEWS RELEASE, JANUARY 11, 1990.IMPERIAL METALS CORP., NEWS RELEASE, MARCH 1990.MINING RECORD, 8/10/94, P.5.KILBURN, JOHN, GIBRALTAR REVIEWING MT. POLLEY, NORTHERNMINER, 3/28/94, P.1.SKILLINGS', 4/30/94, P.7.BAILEY, D.G. AND C. JAY HODGSON, TRANSPORTED ALTERED WALLROCK IN LAHARIC BRECCIAS AT THE CARIBOO-BELL CU-AUPORPHYRY DEPOSIT, BRITISH COLUMBIA; ECONOMIC GEOLOGY,VOL. 74, 1979, PP.125-153.MR 223, 1989, B.C.-205.MINING JOURNAL, MOUNT POLLEY PROFECT, FEBRUARY 1, 1991,P. 76.IMPERIAL METALS CORP., NEWS RELEASE, 7/26/90.CANADIAN MINES HANDBOOK, 1991-92, P. 205.IMPERIAL METALS CORP., NEWS RELEASE, 7/9/91.CANADIAN MINE HANDBOOK, 1992-1993, P-190.IMPERIAL METALS CORP., MOUNT POLLEY PROJECT FACT SHEET,2/19/91, 3 PP.",,,,,,,,
10133119,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133119,,1220100141,Siwash Mine,49.84983,-120.31792,NA,Canada,British Columbia,,M,Gold,,Silver,Surface-Underground,,,Producer,,,,,,,,,Siwash North,,"Buckingham, David A.",,,,,,,"NORTHERN MINER, JUNE 12, 1995, P 13.CANADIAN MINES HANDBOOK, 1996-97, PP. 160, 487.",,1992,,,,,,
10133129,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133129,,1220100047,Goldstream River,51.63316,-118.4512,NA,Canada,British Columbia,,M,"Copper, Zinc","Silver, Gold",,Surface-Underground,,,Producer,,,"Chalcopyrite, Pyrrhotite, Sphalerite",,"Surface, Underground",,,,,,"Porter, Kenneth E.",,,,,,,"CANADIAN MINING JOURNAL, NORANDA EXPLORATION'S GOLDSTREAMPROJECT; NOV., 1976, P.30.REINERTSON, L.C. GOLDSTREAM MASSIVE SULFIDE DEPOSIT;CANADIAN MINING JOURNAL, APRIL, 1978, P.39-42.CANADIAN MINING JOURNAL, GOLDSTREAM DEV'T AHEAD OF SCHEDULE;JAN., 1977, P.61.WORLD MINING, JUNE 1980, P. 68.BRITISH COLUMBIA MINISTRY OF ENERGY, MINES AND PETROLEUMRESOURCES, OCTOBER 1980, FACT SHEET.CANADIAN MINES HANDBOOK, 1980-1981, P. 188-192.HOY, T., GEOLOGY OF THE GOLDSTREAM AREA: B.C. MINISTRY OFENERGY BULLETIN 71, MINES AND PETROLEUM RESOURCES, 1979WESTERN MINER, NOVEMBER  1976, P. 30.MINING JOURNAL, ...AND NORANDA'S GOLDSTREAM MINE COMES INTOPRODUCTION, JUNE 17, 1983, P. 409.MINING JOURNAL, MINE CLOSURE AT GOLDSTREAM, MARCH 9, 1984,P. 161.MINING JOURNAL, GOLDSTREAM ORE FOR NORANDA?, APRIL 15, 1988,P. 305.METALS WEEK, DECEMBER 18, 1989, P. 7.KONIGSMANN, K.V., TRENDS IN CONCENTRATE DEWATERINGOPERATIONS IN MILLS OF THE NORANDA GROUP, CIM BULLETIN,DECEMBER 1984, PP. 47-49.MINING JOURNAL, BETHLEHEM UPDATE, DECEMBER 22-29, 1989,P. 501.THE NORTHERN MINER, 12/10/90, P. 1.THE NORTHERN MINER, 7/23/90, P. 16.THE NORTHERN MINER, 8/6/90, P. 11.MINING JOURNAL, 5/24/91, P. 394.THE NORTHERN MINER, 5/13/91, P. 6.THE NORTHERN MINER, 3/4/91, P. 17.THE NORTHERN MINER, 7/22/91, P. 20.THE NORTHERN MINER, 1/20/92, P. 6.CANADIAN MINING JOURNAL, ""NOT A WRITE-OFF"", 4/92, PP. 23-26.MINING JOURNAL, 4/30/93, P. 311.THE NORTHERN MINER, 5/24/93, P. 3.MINING JOURNAL, 10/2/92, P. 233.NORTHERN MINER, JUNE 22, 1992,P-3.MINING MAGAZINE, MAY 1976, P. 463.NORTHERN MINER, MARCH 4, 1976.MINING JOURNAL, MARCH 21, 1980, P. 229.ENGINEERING & MINING JOURNAL, APRIL 1978, P. 17.WESTERN MINER, MARCH 1976, P. 43.ENGINEERING & MINING JOURNAL, MAY 1976, P. 180.ENGINEERING & MINING JOURNAL, AUGUST 1976, P. 131-133.ENGINEERING & MINING JOURNAL, APRIL 1980, P. 150.NORANDA ANNUAL REPORT, 1978, P. 17.NORANDA ANNUAL REPORT, 1979, P. 13 AND 20.WORLD MINING, JULY 1976, P. 75.NORTHERN MINER, JAPANESE BACKERS REVIVE PLAN TO OPENGOLDSTREAM, DECEMBER 10, 1990, P. 1.NORTHERN MINER-MAY 13, 1991, P-6.NORTHERN MINER-MAY 24, 1993, P-3.AME MINERAL ECONOMICS QUARTERLY MINE ANALYSIS, JUN 93,P. 48.NORTHERN MINER, 5/17/93, P.1,2.NORTHERN MINING, 11/1/93, P.3.",,1982,,,,1972,,
10133139,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133139,,1220100067,Churchill,56.59983,-126.69336,NA,Canada,British Columbia,,M,Copper,,,Underground,,,Past Producer,,,,,,,,,Magnum,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY,MINES AND RESOURCES CANADA, MINERALS, MR 181,1978,P.47.MR 223, 1989, B.C.-275.",,1970,,,,1958,,
10133186,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133186,,1220100008,Lornex,50.44983,-121.03876,NA,Canada,British Columbia,,M,Copper,"Silver, Molybdenum, Gold",,Surface,,,Past Producer,,,"Azurite, Bornite, Calcite, Chalcocite, Chalcopyrite, Chlorite, Copper, Covellite, Cuprite, Epidote, Galena, Gypsum, Hematite, Limonite, Magnetite, Malachite, Molybdenite, Pyrite, Pyrolusite, Pyrrhotite, Quartz, Sericite, Siderite, Sphalerite, Tenorite, Tetrahedrite",,Surface,,,,,,"Porter, Kenneth E.",,,,,,,"B.C. DEPT. OF MINES AND PET. RES., GEM, 1973, P. 169.CANADIAN MINES HANDBOOK 1978-79.  LORNEX MINING CORP. LTD.P. 176.CANADIAN RESERVES OF COPPER, NICKEL, LEAD, ZINC, MOLYBDENUM,SILVER AND GOLD AS OF JAN. 1, 1978, MR 185.  LORNEXMINING CORP. LTD. P. 16.COAKLEY, GEORGE J.  REPORT ON FIELD TRIP TO HIGHLAND VALLEY,B.C. COPPER DISTRICT, APR. 27-29, 1977.  PRINTED JULY14, 1977, PP. 12-22.ENGINEERING AND MINING JOURNAL.  LORNEX.  SEPT. 1969, P. 197FINANCIAL POST SURVEY OF MINES 1978.  LORNEX MININGCORPORATION LTD.  P. 213.MAMEN, CHRIS.  LORNEX--300M TONS ON TAP.  CANADIAN MININGMCMANUS, JAMES, ALLEN R. PAUL AND FRANK YU.  PROCESS CONTROLIN LORNEX GRINDING CIRCUIT.  CIM BULLETIN, MAY 1978,PP. 146-151.MINING MAGAZINE.   LORNEX.  MAR. 1973, PP. 154-163.RENO, C.W.  THE LORNEX MINING PROJECT AND HIGHLAND VALLEY,B.C.  CIM BULLETIN, OCT. 1973, PP. 55-57.WALDNER, M.W., G.D. SMITH AND R.D. WILLIS.  LORNEX, ED. BYA. SUTHERLAND BROWN.  PORPHYRY DEPOSITS OF THE CANADIANCORDILLERA, CIM SPECIAL VOLUME 15, 1976, PP. 120-129.WARREN, N.F.  LORNEX--A CASE HISTORY.  WESTERN MINER, APR.1972, PP. 110-115.WEBSTER, LEN.  MAINTENANCE: AN ESSENTIAL SERVICE TOOPERATIONS.  CMJ, JUNE 1977, PP. 27-34.WESTERN MINER.  LORNEX MINING CORPORATION LTD.  AUG. 1972,PP. 35-41, 44-53.WESTERN MINER.  LORNEX MINING CORP.  MAR. 1975, P. 32.WORLD MINING (U.S. ED.).  LORNEX STRIPS 173,000 TONS ON BESTDAY--BUILDS 38,000 DAILY TON MILL.  NOV. 1973, PP. 42-43WORLD MINING.  JUNE 1975, P. 59.NORTHERN MINER, LORNEX TO INCREASE CAPACITY, BOOST PAYOUT;OCT. 25, 1979, P.1,6.LORNEX MINING CORP. LTD. STAFF, LORNEX MINING CORP. LTD.;IN MINERAL INDUSTRIES IN WESTERN CANADA, THE TENTHCOMMONWEALTH MINING AND METALLALURGICAL CONGRESS- SEPT.2-28, 1974, SECTION VI, ARTICLE M, P.1-17.MINING JOURNAL, MAJOR EXPANSION PLANNED FOR LORNEX; NOV.2,1979, P.377.COBBAN, GILLIAN, WORLD'S MOST POWERFUL AUTOGENOUS MILL INLORNEX EXPANSION; NORTHERN MINER, NOV. 29, 1979, P.D34,D3WESTERN MINER, LORNEX HAS $160-MILLION EXPANSION UNDER WAY;DEC., 1979, P.38, 39.ARMSTRONG, ROBERT D., THE IMPORTANCE OF LORENEX TO THEKAMLOOPS AREA; WESTERN MINER, JUNE, 1971, PP. 22-27.THIRGOOD, J.V., AND W.F. GILMORE, AN APPROACH TO LANDRECLAMATION AT THE LORNEX MINING PROJECT; WESTERN MINER,AUGUST, 1971, PP. 48-55.WESTERN MINER, LARGE EQUIPMENT ECONOMICS HELP AT LORNEXMINING OPERATION; JAN., 1977, P. 16.WESTERN MINER, LORNEX ACHIEVES HIGH RECOVERY; AUGUST, 1972,P. 81.MINING MAGAZINE, LORNEX, B.C., PROGRESS; APRIL, 1972, P. 245NORTHERN MINER, LORNEX MILLING REACHES RECORD RATE LASTYEAR; MARCH 22, 1979, P. 13.WORLD MINING, LORNEX TO EXPAND HIGHLAND VALLEY MINE; APRIL,1980, P. 72.CANADIAN MINING JOURNAL, LORNEX TO SPEND $160 MILLION ONEXPANSION; FEB., 1980, P. 18.1979-1980 WORLD MINES REGISTER, LORNEX MINING CORP. LTD.;P. 71.WESTERN MINER, LORNEX PERFORMANCE IMPROVES; JUNE, 1973,P. 54.WORLD MINING, LORNEX MINING CORP. OPERATES AT RECORD RATEDURING 1973; APRIL, 1974, P. 76.WORLD MINING, JULY, 1977, P. 68.WORLD MINING, MARCH, 1973.CANADIAN MINES HANDBOOK 1977-1978, LORNEX MINING CORP. LTD.;P. 184.B.C. DEPT. OF MINES AND PET. RES., GEM, 1969, P. 260.DEPT. OF ENERGY, MINES, AND RESOURCES, OTTAWA, MIN. RES.BRANCH, UNPUB. SUMMARY REPORT: LORNEX; APRIL, 1978.NORTHERN MINER, LORNEX STUDIES 50% EXPANSION IN PRODUCTION;APRIL 26, 1979, P. 3.E/MJ, MAY, 1977, P. 151.WESTERN MINER, RIO ALGOM MINES LIMITED, LORNEX MININGCORPORATION LTD.; NOV., 1972, P. 47.MAYRS, BILL, THE VALLEY OF COPPER - HIGHLAND VALLEY COPPERGIANTS FIND BIGGER IS BETTER: CANADIAN MINING JOURNAL,SEPT. 1986, P. 21-23.SCALES, MARILYN, GRINDING OUT PROFIT - COPPER, MOLY AND COALMIX WELL FOR LORNEX: CANADIAN MINING JOURNAL, NOV. 1986,P. 37-38.HANSON, POUL, HIGHLAND VALLEY COPPER - A STRATEGY FORINCREASED PRODUCTIVITY: CIM BULL., AUG. 1987, VOL. 80,NO. 904, P. 42-45.MAYCOCK, JOYCE, CUTTING HAULAGE COSTS WITH NEW CONVEYORSYSTEM: CANADIAN MINING JOURNAL, AUG. 1987, P. 26-27.RAYMOND, G.F. AND ARMSTRONG, W.P., SAMPLE BIAS ANDCONDITIONAL PROBABILITY ORE RESERVE ESTIMATION AT VALLEY:CIM BULL., MARCH 1988, VOL. 81, NO. 911, P. 128-136.SCOTT, M.D., HIGHLAND VALLEY COPPER'S IN-PIT CRUSHING ANDCONVEYING SYSTEM: CIM BULL., SEPT. 1988, VOL. 81, NO. 917,P. 50-56.MCMANUS, J., G.R. WYMAN AND C.W. RENO, LORNEX MININGCORPORATION LTD.; D.E. PICKETT, ED., IN MILLING PRACTICEIN CANADA, CIM SPECIAL VOLUME 16, 1978, P.318,319.RENO, C.W., G.R. WYMAN AND J. MCMANUS, LORNEX MINING CORP.LTD., D.E. PICKETT, ED., IN MILLING PRACTICE IN CANADA,CIM SPECIAL VOLUME 16, 1978, P.116-118.BARRATT, DEREK J., SEMI-AUTOGENOUS GRINDING; A COMPARISONWITH THE CONVENTIONAL ROUTE; CIM BULL., NOV., 1979,P.74-80.NORTHERN MINER, LORNEX SET FOR EXPANSION TO INCREASE OUTPUT68%; MARCH 27, 1980, P. 4.",,1972,,,,1964,,
