dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10181583,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10181583,,1220100088,Goldwedge,56.48308,-130.20178,NA,Canada,British Columbia,,M,Gold,Silver,,Underground,,,Producer,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"CANADIAN MINES HANDBOOK, 1990-91, P.108THE NORTHERN MINER, 3/25/91, P.1, 2.",,1988,,,,,,
10181629,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10181629,,1220100073,Red Chris,57.70121,-129.80042,NA,Canada,British Columbia,,M,Copper,Gold,,Surface,,,Prospect,,,,,,,,,"Red Group, Chris, MoneyRed",,"Porter, Kenneth E.",,,,,,,"MINING RECORD, 1/19/94, P.1.MINING RECORD, 6/1/94, P.1.MINING RECORD, 10/12/94, P.3.MINING RECORD, 11/30/94, P.19.MINING RECORD, V 106/N 9, 3/1/95, P.52.MINING RECORD, V 106/N 29, 7/19/95, P.5.MINING RECORD, V 106/N 37, 9/13/95, P.3.MINING RECORD, V 106/N 38, 9/20/95, P.6.INTERNATIONAL MINING NEWS, WEDNESDAY, JUNE 1994, P-1.ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR 181,1978P. A-38.NORTHERN MINER PRESS, CANADIAN MINES HANDBOOK 1979-80;1979,P.196, 259, 275.MR 223, 1989, B.C.-335.NORTHERN MINER, 6/6/94, P. 14.MINING RECORD, V 106/N 34, 8/23/95, P.5.THE MINING RECORD, 5/10/95, P 6, ""DIAMOND DRILLING RESUMESON RED CHRIS PROPERTY"".MINING JOURNAL, 07/09/95, P424, ""RED CHRIS UNDER COVER"".",,,,,,,,
10181791,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10181791,,1220100005,Brenda,49.88314,-120.0012,NA,Canada,British Columbia,,M,"Copper, Molybdenum","Silver, Gold",,Surface,,,Past Producer,,,"Biotite, Bornite, Calcite, Chalcopyrite, Epidote, Feldspar, Gold, Magnetite, Molybdenite, Pyrite, Quartz, Silver, Sphalerite",,Surface,,,,"Copper King, Brenda Mine",,"Porter, Kenneth E.",,,,,,,"BRADBURN, R.G.  BRENDA MINES CONCENTRATOR.  MILLING PRACTICEIN CANADA, CIM SPECIAL VOLUME 16, 1978, PP. 88-91.CANADIAN MINES HANDBOOK 1978-79.  P. 46.CRANSTONE, D.A. AND R.T. WHILLANS.  CANADIAN RESERVES OFCOPPER, NICKEL, LEAD, ZINC, MOLYBDENUM, SILVER AND GOLDAS OF JAN. 1, 1978.  P. 15.FINANCIAL POST SURVEY OF MINES 1978.  P. 104.MINING MAGAZINE.  BRENDA MINE.  JUNE 1972, PP. 416-423.SCHABAS, WILLIAM.  MILL COMPUTER, ANALYZER BOOST BRENDAPRODUCTIVITY.  CANADIAN MINING JOURNAL, JUNE 1978, P. 52WORLD MINING.  BRENDA STRIPPING ON SCHEDULE AT BRITISHCOLUMBIA....  JULY 1969, P. 23.WESTERN MINER, BRENDA MINES SEEKS CONTROLLED EFFICIENCY;V. 52, NO. 5, MAY 1979. PP. 33-30.LANG, A.H., HISTORICAL SIDELIGHTS OF BRENDA MINE AND REGION,PART I; CANADIAN MINING JOURNAL, MARCH, 1970, P.41-43.PART II(A); CANADIAN MINING JOURNAL, MAY, 1970, P.45-48.PART II(B); CANADIAN MINING JOURNAL, JULY, 1970, P.54-58.CARR, J.M., THE GEOLOGY OF THE BRENDA LAKE AREA, BRITISHCOLUMBIA DEPT. OF MINES & PET. RES., G.E.M., 1967,P.183-210.BRADBURN, R., ET. AL. COMPUTER APPLICATION AT BRENDA MINESMILL. CANADIAN MINING JOURNAL, MARCH 1978, PP.32, 35.BRITISH COLUMBIA AND YUKON CHAMBER OF MINES.  MINING EXPLOR-ATION AND DEVELOPMENT REVIEW, 1978-79, P. 5.BRITISH COLUIMBIA DEPARTMENT OF MINES AND PETROLEUM RESOUR-CES.  GEOLOGY, EXPLORATION AND MINING IN BRITISH COLUM-BIA, 1970, P. 391.BRITISH COLUMBIA DEPARTMENT OF MINES AND PETROLEUM RESOUR-CES.  GEOLOGY EXPLORATION AND MINING IN BRITISH COLUM-BIA, 1971, PP. 13, 28.BRITISH COLUMBIA MINISTRY OF MINES AND PETROLEUM RESOURCES.EXPLORATION IN BRITISH COLUIMBIA, 1975, P. E78.CES.  LODE METALS IN BRITISH COLUMBIA, 1965, PP. 164-165.CES.  LODE METALS IN BRITISH COLUMBIA, 1968, P. 215.CANADIAN MINES HANDBOOK.  1979-80, P. 45.CANADIAN MINES HANDBOOK.  1980-81. PP.44-45.CANADIAN MINING JOURNAL.  MILL COMPUTER, ANALYZER BOOSTBRENDA PRODUCTIVITY.  V. 99, NO. 6, 1978, PP. 54-57.CANADIAN MINING JOURNAL.  REFERENCE MANUAL AND BUYERS'GUIDE, 1979, PP. 33-39.DEPARTMENT OF ENERGY, MINES AND RESOURCES.  MINERALS RESOUR-CES BRANCH.  CANADIAN MINERALS YEARBOOK, 1971, P. 129.ENERGY, MINES AND RESOUCES CANADA.  COPPER.  MR 149, JULY1976, PP. 8, 13.FARLEY, A. L.  ATLAS OF BRITISH COLUMBIA.  THE UNIVERSITY OFBRITISH COLUMBIA, 1979, PP. 72-76.FINANCIAL POST SURVEY OF MINES.   1979, P. 26.FOUNTAIN, D. K.  THE APPLICATION OF THE INDUCED POLARIZATIONMETHOD AT BRENDA MINES, BRITISH COLUMBIA.  C.I.M. BULLE-TIN, FEBRUARY 1968, PP. 153-157.MCMYNN, ET. AL.  REPORT OF THE BRITISH COLUMBIA COPPER TASKFORCE.  1975, PP. 61, 65.SOREGAROLI, A. E. GEOLOGY OF THE BRENDA COPPER-MOLYBDENUMDEPOSIT IN BRITISH COLUMBIA.  C.I.M. BULLETIN, V. 67,NO. 750, OCTOBER 1974, PP. 76-83.TETU, H. AND PELLS, F.  DESIGN, CONSTRUCTION AND INITIALOPERATION OF THE TAILINGS SYSTEM AT BRENDA MINES LTD.C.I.M. BULLETIN, AUGUST 1971, PP. 101-107.ENGINEERING AND MINING JOURNAL.  INTERNATIONAL DIRECTORY OFOF MINING AND MINERAL PROCESSING OPERATIONS. 1980, PP.37, 232.BRENDA MINES LTD.  STAFF, BRENDA MINES LTD.  IN MINERALINDUSTRIES IN WESTERN CANADA, THE TENTH COMMONWEALTHMINING AND METALLURGICAL CONGRESS- SEPT. 2-28, 1974,SECTION VI, ARTICLE H, P.1-17.NORANDA MINERALS INC., 1989 ANNUAL REPORT, P. 9.NORANDA MINERALS INC., 1990 ANNUAL REPORT.SOREGAROLI, A.E. AND D.F. WHITFORD, BRENDA; A. SUTHERLANDBROWN, ED., PORPHYRY DEPOSITS OF THE CANADIAN CORDILLERA,CIM SPECIAL VOLUME NO. 15, 1976, P.186-194.WESTERN MINER, COMPUTER CONTROL OF GRINDING CIRCUITSIMPROVES OUTPUT AT BRENDA MINES.  V. 49,  NO. 9, SEPTEM-BER 1976, P. 14.CANADIAN MINES HANDBOOK, 1980-81, PP. 44-45.CANADIAN MINES HANDBOOK 1986-87, NORTHERN MINER PRESS, P.69.MINE RESERVES AND CURRENTLY PROMISING DEPOSITS, JAN., 1985,EMR CANADA, MR 209, P. 21.NORANDA INC., 1989 ANNUAL REPORT, P. 23.ENGINEERING AND MINING JOURNAL, BRENDA PLANTS A NEW BENCH-MARK IN LOW-GRADE BULK OPEN PITTING; SEPT., 1969, P.280.",,1970,,,,1947,,
10181847,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10181847,,1220100064,Cafb,53.29698,-127.00714,NA,Canada,British Columbia,,M,Molybdenum,,,Surface,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR181,1978,P.44.",,,,,,,,
10181905,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10181905,,1220100076,Trout Lake,50.63316,-117.60115,NA,Canada,British Columbia,,M,Molybdenum,,,Surface,,,Prospect,,,Molybdenite,,Underground,,,,Trout Lake Molybdenum Deposit,,"Palencia, Cesar M.",,,,,,,"NORTHERN MINER, THE, FEB. 22, 1979, P.1, 2.NORTHERN MINER, THE, AUG.  2, 1979, P. A1SKILLING'S MINING REVIEW, AUG. 4, 1979, P. 19MINING MAGAZINE, JUNE, 1978, P. 607.ENGINEERING AND MINING JOURNAL, JUNE, 1978, P.295.NORTHERN MINER, BIG MOLY FIND IN DEEP DRILLING ON B.C.GROUP; MAY 4, 1978, P.1,8.RESERVE TONNAGE WAS PROVIDED BY NEWMONT PERSONNEL, TOPAH, DURING AN ON-SITE VISIT, IN 1981.",,,,,,1917,,
10182098,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182098,,1220100009,Bethlehem,50.48983,-120.98126,NA,Canada,British Columbia,,M,Copper,"Silver, Molybdenum",Gold,Surface,,,Past Producer,,,,,Surface,,,,"Iona, Huestis, Jersey, East Jersey",,"Porter, Kenneth E.",,,,,,,"CANADIAN MINING JOURNAL, 1974, 1974 REFERENCE MANUAL ANDBUYER'S GUIDE, P. 44.CANADIAN MINING JOURNAL, 1975, 1975 REFERENCE MANUAL ANDBUYER'S GUIDE, P. 54.CANADIAN MINING JOURNAL, 1976, 1976 REFERENCE MANUAL ANDBUYER'S GUIDE, P. 69.CANADIAN MINING JOURNAL, 1978, 1978 REFERENCE MANUAL ANDBUYER'S GUIDE, P. 85.CANADIAN MINING JOURNAL, 1979, 1979 REFERENCE MANUAL ANDBUYER'S GUIDE, P. 88.NORTHERN MINER, 1966, CANADIAN MINES HANDBOOK 1966-1967:NORTHERN MINER PRESS, P. 45.NORTHERN MINER, 1967, CANADIAN MINES HANDBOOK 1967-1968:NORTHERN MINER PRESS, P. 46.NORTHERN MINER, 1968, CANADIAN MINES HANDBOOK 1968-1969:NORTHERN MINER PRESS, P. 46-47.NORTHERN MINER, 1969, CANADIAN MINES HANDBOOK 1969-1970:NORTHERN MINER PRESS, P. 47.NORTHERN MINER, 1970, CANADIAN MINES HANDBOOK 1970-1971.NORTHERN MINER PRESS, P. 49-50.NORTHERN MINER, 1971, CANADIAN MINES HANDBOOK 1971-1972:NORTHERN MINER PRESS, P. 52-53.NORTHERN MINER, 1973, CANADIAN MINES HANDBOOK 1973-1974NORTHERN MINER PRESS, P. 45-46.NORTHERN MINER, 1974, CANADIAN MINES HANDBOOK 1974-1975:NORTHERN MINER PRESS, P. 43-44.NORTHERN MINER, 1975,  CANADIAN MINES HANDBOOK 1975-1976:NORTHERN MINER PRESS, P. 40-41.NORTHERN MINER, 1976, CNANADIAN MINES HANDBOOK 1976-1977:NORTHERN MINER PRESS, P. 42-43.NORTHERN MINER, 1977, CANADIAN MINES HANDBOOK 1977-1978:NORTHERN MINER PRESS, P. 41-42.NORTHERN MINER, 1978, CANADIAN MINES HANDBOOK 1978-1979:NORTHERN MINER, 1979, CANADIAN MINES HANDBOOK 1979-1980:NORTHERN MINER PRESS, P. 39-40.WESTERN MINER, 1968, BETHLEHEM COPPER ESTABLISHES CONSISTENTPROGRESS PATTERN, JUNE 1968, P. 39.WESTERN MINER, 1973, BETHLEHEM 1972 EARNINGS, FEB. 1973,P. 21.WESTERN MINER, 1973, COPPER - BRITISH COLUMBIA:  WESTERNMINER, DEC. 1973, P. 46.WESTERN MINER, BETHLEHEM COPPER REPORT, JUNE, 1973,P.44,46.FINANCIAL POST SURVEY OF MINES 1978.  P. 100.SMITH, J.W.  BETHLEHEM COPPER CORPORATION.  MILLING PRACTICEIN CANADA, CIM SPECIAL VOLUME 16, 1978, PP. 85-87.WORLD MINING.  DEC. 1978, P. 79.WRIGHT, H.M.  THE BETHLEHEM PROJECT OF BETHLEHEM COPPERCORPORATION, LTD., HIGHLAND VALLEY, BRITISH COLUMBIA.BULLETIN OF THE INSTITUTE OF MINING AND METALLURGY, JAN.1964, NO. 686, TRANS., VOL. 73, 1963-64, PT. 4, PP. 177-INGRAM, D.G., OPERATION AND MAINTENANCE OF CRUSHINGEQUIPMENT AT BETHLEHEM COPPER; CIM BULL., JULY, 1979,P.137-141.COAKLEY, GEORGE J., REPORT ON FIELD TRIP TO HIGHLAND VALLEY,B.C. COPPER DISTRICT, APRIL 27-29, 1977; P.12-16,23-27,JULY 14, 1977.ENGINEERING AND MINING JOURNAL, BETHLEHEM COPPER... APIONEERING EFFORT ON HIGHLAND VALLEY DEPOSITS, SEPT.,1969, P.276-278.MINING MAGAZINE, BETHLEHEM COPPER- CANADA'S FIRST MAJOR OPENPIT PORPHYRY COPPER; NOV., 1973, P.406-410.BETHLEHEM COPPER CORP. LTD. STAFF, HIGHLAND VALLEYOPERATIONS; IN MINERAL INDUSTRIES IN WESTERN CANADA, CIMTHE TENTH COMMONWEALTH MINING AND METALLURGICAL CONGRESS-SEPT. 2-28, 1974, SECTION VI, ARTICLE L, P.1-13.BRISKEY, JOSEPH A., JR., AND JOHN R. BELLAMY, BETHLEHEMCOPPER'S JERSEY, EAST JERSEY, HUESTIS AND IONA DEPOSITS;A. SUTHERLAND BROWN, ED., PORPHYRY DEPOSITS OF THECANADIAN CORDILLERA, CIM SPECIAL VOLUME 15, 1976,P.105-119.MINING MAGAZINE, PROGRESS AND INNOVATION AT BETHLEHEMCOPPER'S HIGHLAND VALLEY CONCENTRATOR, AUG., 1976,P.119-126.OVERTON, C.W., 1975, PEBBLE GRINDING AT BETHELEM COPPER:CANADIAN MINING JOURNAL, SEPT. 1975, P. 83-84.SCHABAS, W., 1977, MOLYBDENUM PLANT ADDED TO BETHLEHEM OPER-ATIONS:  CANADIAN MINING JOURNAL, MAY 1977, P. 46-48.NORTHERN MINER, 1980, CANADIAN MINES HANDBOOK 1980-1981:CANADIAN MINES HANDBOOK 1986-87, NORTHERN MINER PRESS, P.101MINE RESERVES AND CURRENTLY PROMISING DEPOSITS, JAN. 1985,EMR CANADA, MR 209, P. 32.CANADIAN MINE HANDBOOK-1991-1992, P-74,75.EWANCHUK, H.G., 1969, OPEN PIT MINING AT BETHLEHEM COPPER:WESTERN MINER, AUG. 1969, P. 43-51.",,1962,,,,1898,,
10182109,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182109,,1220100021,Silver Queen Mine,54.07979,-126.73156,NA,Canada,British Columbia,,M,"Silver, Zinc","Cadmium, Copper, Gold, Lead",,Underground,,,Producer,,,,,Underground,,,,"Nadina, Bradina Joint Venture",,"Porter, Kenneth E.",,,,,,,"REF-THE FINANCIAL POST SURVEY OF MINES,1975,P223; RESERVES &REF-B.C. DEPT. OF MINES & PET. RES.,GEM,1969,P126-139; 1970,GEOLOGY & ASSAYS",,,,,,,,
10182115,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182115,,1220100026,Boss Mountain Mine,52.09984,-120.9346,NA,Canada,British Columbia,,M,Molybdenum,,,Surface-Underground,,,Producer,,,Molybdenite,,"Surface, Underground",,,,"Boss Mountain, Boss Mountain Mines",,C M P,,,,,,,,,1965,,,,1917,,
10182116,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182116,,1220100039,Valley,50.48733,-121.04436,NA,Canada,British Columbia,,M,Copper,"Molybdenum, Gold, Silver",,Surface,,,Past Producer,,,"Bornite, Chalcopyrite, Covellite, Digenite, Galena, Molybdenite, Pyrite, Pyrrhotite, Sphalerite",,Surface,,,,"Lake Zone, Valley Copper",,"Porter, Kenneth E.",,,,,,,"COAKLEY, GEORGE J.  REPORT ON FIELD TRIP TO HIGHLAND VALLEY,B.C. COPPER DISTRICT, APR. 27-29, 1977. U.S. BUREAU OFMINES TRAVEL REPORT, JULY 14, 1977, PP. 12-16,29-32.(OFFICIAL USE ONLY)NORTHERN MINER.  COMINCO TO BRING IN VALLEY COPPER.  JUNE28, 1979, P. 24.OSATENKO, M.J. AND M.B. JONES.  VALLEY COPPER.  PORPHYRYDEPOSITS OF THE CANADIAN CORDILLERA, CIM SPECIAL VOLUME15, 1976, PP. 130-143.NORTHERN MINER, BETHLEHEM URGES IMMEDIATE START TO DEVELOP-MENT OF BIG LAKE ZONE; MAY 25, 1978, P.8.CANADIAN MINES HANDBOOK 1980-81., P. 39.CANADIAN MINES HANDBOOK 1986-87, NORTHERN MINER PRESS,P.101.MINE RESERVES AND CURRENTLY PROMISING DEPOSITS, JAN. 1985,EMR CANADA, MR 209, P. 21.",,1986,,,,1968,,
10184023,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10184023,,1220100130,Polaris Taku,58.70117,-133.6381,NA,Canada,British Columbia,,M,Gold,,,Unknown,,,Prospect,,,,,,,,,Whitewater,,"Buckingham, David A.",,,,,,,"THE MINING RECORD, 07/26/95, P16, ""DRILLING PROGRAM NOWUNDERWAY AT POLARIS TAKU"".THE MINING RECORD, 10/25/96, P1, ""POLARIS TAKU DRILLRESULTS"".CANADIAN MINING HANDBOOK, 1996-97, P93.MINING JOURNAL, V328, #8430, MAY 23, 1997, P409.THE MINING RECORD, 8/14/91, P. 3.CMH, 91-92, P.366.",,,,,,1994,,
10184438,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10184438,,1220100140,Akie,57.43316,-125.68496,NA,Canada,British Columbia,,B,Zinc,,"Barium-Barite, Lead",Unknown,,,Prospect,,,,,,,,,,,"Clarke, Donald",,,,,,,"MINING JOURNAL, JUN 16, 1995, P 441MINING JOURNAL, JUL 28, 1995, P 60NORTHERN MINER, JUN 26, 1995, P 3",,,,,,1994,,
10191144,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191144,,1220100030,Bluebell Mine,49.75987,-116.8611,NA,Canada,British Columbia,,M,,,"Lead, Silver, Zinc",Underground,,,Past Producer,,,,,,,,,,,Unknown,,,,,,,"REF-IRVINE,W.T.,1957, THE BLUEBELL MINE, STRUCTURAL GEOLOGYCANADIAN ORE DEPOSITS, VOL. II,P95-104: GEOLOGYBRITISH COLUMBIA, ECONOMIC GEOLOGY, VOL. 65, P417-437: GAND MINERALOGY.",,,,,,,,
10191290,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191290,,1220100133,Hedley Tailings,49.34983,-120.0512,NA,Canada,British Columbia,,M,Gold,,,Surface,,,Past Producer,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"CANADIAN MINES HANDBOOK, 1992-93, P.85CANADIAN MINES HANDBOOK, 1991-92, P.91METAL ECONOMICS GROUP, WORLDWIDE GOLD CAPITAL COSTS, APRIL,1990, P.B225-B228",,,,,,,,
10191410,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10191410,,1220100068,Mount Brussilof Mt. Eon,50.78318,-115.65108,NA,Canada,British Columbia,,M,Magnesite,,,Surface,,,Plant,,,,,,,,,"Mount Brussilof, Mt Eon",,"Wilburn, David R.",,,,,,,"SCHULTES, HAGEN B.; BAYMAG- HIGH PURITY MAGNESIUM OXIDE FROMNATURAL MAGNESITE, CIM BULL., MAY 1986, P. 43-47.NADA, MINERALS, MR 181,1978,ANADIAN MINES HANDBOOK 1979-80,1979, P.37.ANNIS,R.C.,D.A. CRANSTONE,AND M.VALLEE SURVEY OF KNOWN MIN.DEPOSITS IN CANADA THAT ARE NOT BEING MINED, EMR, MR 181,P.71.O'DRISCOLL, MIKE; BAYMAG STARTS NEW FUSED MGO PLANT,INDUSTRIAL MINERALS, DEC. 1989, P. 49-53.",,1982,,,,1965,,
10205867,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10205867,,1220100012,Endako Mine,54.02981,-125.1115,NA,Canada,British Columbia,,M,Molybdenum,,,Surface,,,Producer,,,Molybdenite,,Surface,,,,Endako Molybdenum Mine,,"Buckingham, David A.",,,,,,,"WESTERN MINER, ENDAKO MINES; JULY, 1974, P.23,24.PLACER DEVELOPMENT STAFF, ENDAKO: CANADA'S LARGESTMOLYBDENUM PRODUCER; CANADIAN MINING JOURNAL, AUG., 1976,P.14,17.WESTERN MINER, ENDAKO; AUG., 1976, P.29-34.CANEX PLACER LTD. STAFF, EXDAKO MINES DIVISION; IN MINERALINDUSTRIES IN WESTERN CANADA, THE TENTH COMMONWEALTHMINING AND METALLURGICAL CONGRESS- SEPT. 2-28, 1974,SECTION VI, ARTICLE P, P.1-23.DRUMMOND, A.D. AND E. T. KIMURA, HYDROTHERMAN ALTERATION ATENDAKO- A COMPARISON TO EXPERIMENTAL STUDIES; CIM BULL.,JULY, 1969, P.709-714.AKIMURA, E.T., G.D. BYSOUTH AND A.D. DRUMMOND, ENDAKO;A. SUTHERLAND BROWN, ED., IN PORPYRY DEPOSITS OF THECANADIAN CORDILLERA, SPECIAL VOLUME NO. 15, 1976,P.444-454.KIMURA, E.T. AND A.D. DRUMMOND, GEOLOGY OF THE ENDAKOMOLYBDENUM DEPOSIT; CIM BULL., JULY, 1969, P.699-708.THE NORTHERN MINER, VOL., 83, #11, MAY 12, 1997, P3.METAL BULLETIN, P. 11 (FEB. 25, 1993).WRIGHT, J.D., MILLING PRACTICE AT ENDAKO MINES LIMITED;CIM BULL., JAN., 1969, P.46-52.MACINTYRE, P.J., J.F. DAVEY AND J.D. WRIGHT, CANEX PLACERLIMITED- ENDAKO MINES DIVISION; IN MILLING PRACTICE INCANADA, CIM SPECIAL VOLUME 16, 1978, P.317,318.PLACER DEVELOPMENT LIMITED 1981 ANNUAL REPORT.",,1965,,,,1927,,
10206030,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10206030,,1220100023,Highmont,50.44153,-120.92625,NA,Canada,British Columbia,,M,"Copper, Molybdenum",,"Rhenium, Silver",Surface,,,Past Producer,,,"Bornite, Chalcocite, Chalcopyrite, Molybdenite, Pyrite",,Surface,,,,"Gap, Gaza, Gnawed Mountain, Jericho",,"Porter, Kenneth E.",,,,,,,"B.C. DEPT. OF MINES & PET. RES., G.E.M., 1969, 1970, 1971.CANADIAN MINES HANDBOOK 1979-80.  PP. 128-129.FINANCIAL POST SURVEY OF MINES 1978.  P. 179.ROBERTS, RICHARD J.  TECK TO BRING IN HIGHMONT FOURTH NEWMINE IN 6 YEARS.  NORTHERN MINER, APR. 26, 1979, PP. 1,7ANNIS, R.C., D.A. CRANSTONE AND M.VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR 181,1978P.38,39.MCMILLAN, W.J., GEOLOGY AND GENESIS OF THE HIGHLAND VALLEYORE DEPOSITS AND THE GUICHON CREEK BATHOLITH,  CIMSPECIAL VOLUME NO. 15, 1976, PP. 85-104.WESTERN MINER, VOL. 52, NO. 6, JUNE 1979, P. 48.BROWN, A.S., MINERALIZATION IN BRITISH COLUMBIA AND THECOPPER AND MOLYBDENUM DEPOSITS, CIM BULLETIN, JANUARY1969, PP. 26-29.MAYRS, BILL, THE VALLEY OF COPPER; HIGHLAND VALLEY COPPERGIANTS FIND BIGGER IS BETTER: CANADIAN MINING JOURNAL,SEPT. 1986, P. 21-23.SCALES, MARILYN, GRINDING OUT PROFIT; COPPER, MOLY AND COALMIX WELL FOR LORNEX: CANADIAN MINING JOURNAL, NOV. 1986,P. 37-38.HANSON, POUL, HIGHLAND VALLEY COPPER - A STRATEGY FORINCREASED PRODUCTIVITY: CIM BULL., AUG. 1987, VOL. 80,NO. 904, P. 42-45.MAYCOCK, JOYCE, CUTTING HAULAGE COSTS WITH NEW CONVEYORSYSTEM: CANADIAN MINING JOURNAL, AUG. 1987, P. 26-27.RAYMOND, G.F. AND ARMSTRONG, W.P., SAMPLE BIAS ANDCONDITIONAL PROBABILITY ORE RESERVE ESTIMATION AT VALLEY:CIM BULL., MARCH 1988, VOL. 81, NO. 911, P. 128-136.SCOTT, M.D., HIGHLAND VALLEY COPPER'S IN-PIT CRUSHING ANDCONVEYING SYSTEM: CIM BULL., SEPT. 1988, VOL. 81, NO. 917,P. 50-56.NEWCOMEN, H. WARREN AND MARTIN, DENNIS C., GEOTECHNICALASSESSMENT OF THE SOUTHEAST WALL SLOPE FAILURE AT HIGHMONTMINE, BRITISH COLUMBIA: CIM BULL., SEPT. 1988, VOL. 81,NO. 917, P. 71-76.ANON, HIGHMONT MILL MOVES DOWN THE HILL...ON PURPOSE!:E&MJ, OCT. 1988, P. 11.WALKER, SIMON, HIGHLAND VALLEY THE PROFITABLE COMBINATION:INTERNATIONAL MINING, OCT. 1988, P. 20-23.SCOTT, M.D., HIGHLAND VALLEY COPPER - TRUCK, CRUSH, CONVEY:WORLD MINING EQUIPMENT, JAN. 1989, P. 18-21.",,1981,,,,1962,,
